title,links,first_paragraph
At least 30 Secret Service officers test positive for the virus as others are asked to isolate.,https://www.nytimes.com/2020/11/13/us/at-least-30-secret-service-officers-test-positive-for-the-virus-as-others-are-asked-to-isolate.html?searchResultPosition=226,"The Secret Service’s uniformed officer division has sustained a coronavirus outbreak, according to four people briefed on the matter, the latest blow to a beleaguered agency that has struggled to perform its duties during the pandemic."
A liberal Democrat and a QAnon-backing Republican converge on Capitol Hill for freshman orientation.,https://www.nytimes.com/2020/11/13/us/a-liberal-democrat-and-a-qanon-backing-republican-converge-on-capitol-hill-for-freshman-orientation.html?searchResultPosition=227,"Representatives-elect Cori Bush, a progressive Democrat wearing a Breonna Taylor face mask, and Marjorie Taylor Greene, a QAnon-promoting Republican whose entourage sported MAGA gear, arrived at freshman orientation in Washington within minutes of each other on Thursday, offering vastly different visions for their parties and for a new Congress."
New York City Is Poised to Close Schools,https://www.nytimes.com/2020/11/13/us/new-york-city-is-poised-to-close-schools.html?searchResultPosition=228,[Read more on NYC school closings due to Covid-19]
"In Rural ‘Dead Zones,’ School Comes on a Flash Drive",https://www.nytimes.com/2020/11/13/us/wifi-dead-zones-schools.html?searchResultPosition=229,"Shekinah and Orlandria Lennon were sitting at their kitchen table this fall, taking online classes, when video of their teachers and fellow students suddenly froze on their laptop screens. The wireless antenna on the roof had stopped working, and it could not be fixed."
Understanding California’s Travel Guidelines for the Holidays,https://www.nytimes.com/2020/11/13/us/holiday-travel-guidelines.html?searchResultPosition=230,"On Friday morning, the governors of California, Oregon and Washington urged their residents to avoid all nonessential interstate travel in the days ahead, joining their counterparts across the country in pleading with residents to take precautions. Read more about the announcement here. "
Biden Implores Trump to Confront a Surging Pandemic,https://www.nytimes.com/2020/11/13/us/politics/biden-trump-coronavirus-transition.html?searchResultPosition=231,"President-elect Joseph R. Biden Jr. demanded on Friday that President Trump do more to confront the coronavirus infections exploding across the country, calling the federal response “woefully lacking” even as Mr. Trump broke a 10-day silence on the pandemic to threaten to withhold a vaccine from New York."
Secret Service Struck Again by Coronavirus Outbreak,https://www.nytimes.com/2020/11/13/us/politics/secret-service-coronavirus.html?searchResultPosition=232,"The Secret Service’s Uniformed Division has sustained a coronavirus outbreak, according to four people briefed on the matter, the latest blow to a beleaguered agency that has faced challenges in performing its duties during the pandemic."
Coronavirus Briefing: What Happened Today,https://www.nytimes.com/2020/11/13/us/coronavirus-today.html?searchResultPosition=233,"The fall coronavirus surge in the U.S. is at a dangerous inflection point, with cases spiking across a wide swath of the country."
Who Needs a Call From Your Opponent When the Pope Is on the Phone?,https://www.nytimes.com/2020/11/13/us/politics/biden-trump-transition.html?searchResultPosition=234,Joseph R. Biden Jr. ran for president insisting that President Trump was an “aberration” who did not reflect the character or views of the American people.
A More Subdued Orientation on Capitol Hill as Newest Members of Congress Arrive,https://www.nytimes.com/2020/11/13/us/politics/congress-freshman-class-orientation.html?searchResultPosition=235,"Representatives-elect Cori Bush, a progressive Democrat wearing a Breonna Taylor face mask, and Marjorie Taylor Greene, a QAnon-backing Republican whose entourage sported “Make America Great Again” gear, arrived at freshman orientation in Washington within minutes of each other on Thursday, offering vastly different visions for their parties and for a new Congress."
At least 30 Secret Service officers test positive for the virus as others are asked to isolate.,https://www.nytimes.com/2020/11/13/us/at-least-30-secret-service-officers-test-positive-for-the-virus-as-others-are-asked-to-isolate.html?searchResultPosition=236,"The Secret Service’s uniformed officer division has sustained a coronavirus outbreak, according to four people briefed on the matter, the latest blow to a beleaguered agency that has struggled to perform its duties during the pandemic."
A liberal Democrat and a QAnon-backing Republican converge on Capitol Hill for freshman orientation.,https://www.nytimes.com/2020/11/13/us/a-liberal-democrat-and-a-qanon-backing-republican-converge-on-capitol-hill-for-freshman-orientation.html?searchResultPosition=237,"Representatives-elect Cori Bush, a progressive Democrat wearing a Breonna Taylor face mask, and Marjorie Taylor Greene, a QAnon-promoting Republican whose entourage sported MAGA gear, arrived at freshman orientation in Washington within minutes of each other on Thursday, offering vastly different visions for their parties and for a new Congress."
New York City Is Poised to Close Schools,https://www.nytimes.com/2020/11/13/us/new-york-city-is-poised-to-close-schools.html?searchResultPosition=238,[Read more on NYC school closings due to Covid-19]
"In Rural ‘Dead Zones,’ School Comes on a Flash Drive",https://www.nytimes.com/2020/11/13/us/wifi-dead-zones-schools.html?searchResultPosition=239,"Shekinah and Orlandria Lennon were sitting at their kitchen table this fall, taking online classes, when video of their teachers and fellow students suddenly froze on their laptop screens. The wireless antenna on the roof had stopped working, and it could not be fixed."
Understanding California’s Travel Guidelines for the Holidays,https://www.nytimes.com/2020/11/13/us/holiday-travel-guidelines.html?searchResultPosition=240,"On Friday morning, the governors of California, Oregon and Washington urged their residents to avoid all nonessential interstate travel in the days ahead, joining their counterparts across the country in pleading with residents to take precautions. Read more about the announcement here. "
A Surging Virus and a Muddled Transition,https://www.nytimes.com/2020/11/13/us/politics/coronavirus-biden-trump-transition.html?searchResultPosition=241,"The 2024 G.O.P. contenders still won’t say anything critical about Trump. But how will that play out if he runs again in four years? It’s Friday, and this is your politics tip sheet. Sign up here to get On Politics in your inbox every weekday."
"Trump Rebuffs Biden Transition Team, Setting Off Virus and National Security Risks",https://www.nytimes.com/2020/11/12/us/politics/biden-trump-transition.html?searchResultPosition=242,"President Trump’s refusal to allow President-elect Joseph R. Biden Jr. and his transition staff access to government offices, secure communications and classified briefings prompted growing warnings on Thursday, including from Republicans, that keeping Mr. Biden in the dark potentially endangers the country."
Coronavirus Briefing: What Happened Today,https://www.nytimes.com/2020/11/12/us/coronavirus-today.html?searchResultPosition=243,The United States is reeling as infections and hospitalizations soar to all-time highs. Outbreaks are emerging from coast to coast.
"A Time to Reflect, and Look Forward",https://www.nytimes.com/2020/11/12/us/politics/election-reader-reactions.html?searchResultPosition=244,"Hi. Welcome to On Politics, your guide to the day in national politics. I’m Lisa Lerer, your host."
California’s Coronavirus Caseload: 1 Million and Counting,https://www.nytimes.com/2020/11/12/us/california-coronavirus-million-cases.html?searchResultPosition=245,"California residents have become accustomed to receiving cellphone alerts about earthquakes and approaching wildfires. But phones lit up across Los Angeles on Tuesday with a different emergency: Coronavirus cases were on the rise after months of remaining steady. The public safety alert, the first time a virus-related one had been sent to the city’s residents since March, urged those who had symptoms or suspected they had been exposed to head to a testing site."
"Trump rebuffs Biden transition team as virus, national security hang in the balance.",https://www.nytimes.com/2020/11/12/us/trump-rebuffs-biden-transition-team-as-virus-national-security-hang-in-the-balance.html?searchResultPosition=246,"President Trump’s refusal to allow President-elect Joseph R. Biden Jr. and his transition staff access to government offices, secure communications and classified briefings prompted growing warnings on Thursday, including from Republicans, that keeping Mr. Biden in the dark potentially endangers the country."
What Places Are Hardest Hit by the Coronavirus? It Depends on the Measure,https://www.nytimes.com/2020/11/12/us/coronavirus-crisis-united-states.html?searchResultPosition=247,"of states’ cases, of positive testing rates, of hospitalizations"
Coronavirus Briefing: What Happened Today,https://www.nytimes.com/2020/11/11/us/coronavirus-today.html?searchResultPosition=248,"For months, the virus seemed relatively contained in and around New York City, despite clusters in Brooklyn and Queens. But now, as cases rise sharply, a potential second wave has New Yorkers on edge."
"Tillis Ekes Out Victory in North Carolina, Bolstering Republicans’ Hold on the Senate",https://www.nytimes.com/2020/11/11/us/politics/north-carolina-senate-thom-tillis.html?searchResultPosition=249,"Senator Thom Tillis, Republican of North Carolina, narrowly won re-election on Wednesday after a protracted vote count, capitalizing on unexpected party strength in a crucial swing state to defeat a Democrat damaged by late revelations of an extramarital affair."
Will Any More Schools Reopen in 2020?,https://www.nytimes.com/2020/11/11/us/will-any-more-schools-reopen-in-2020.html?searchResultPosition=250,"On Tuesday, Philadelphia delayed plans to bring its youngest public school students back to classrooms for at least some in-person instruction on Nov. 30 as the number of cases rises in the city. Remote learning will continue for all students “until further notice,” officials said."
A Surging Virus and a Muddled Transition,https://www.nytimes.com/2020/11/13/us/politics/coronavirus-biden-trump-transition.html?searchResultPosition=251,"The 2024 G.O.P. contenders still won’t say anything critical about Trump. But how will that play out if he runs again in four years? It’s Friday, and this is your politics tip sheet. Sign up here to get On Politics in your inbox every weekday."
"Trump Rebuffs Biden Transition Team, Setting Off Virus and National Security Risks",https://www.nytimes.com/2020/11/12/us/politics/biden-trump-transition.html?searchResultPosition=252,"President Trump’s refusal to allow President-elect Joseph R. Biden Jr. and his transition staff access to government offices, secure communications and classified briefings prompted growing warnings on Thursday, including from Republicans, that keeping Mr. Biden in the dark potentially endangers the country."
Coronavirus Briefing: What Happened Today,https://www.nytimes.com/2020/11/12/us/coronavirus-today.html?searchResultPosition=253,The United States is reeling as infections and hospitalizations soar to all-time highs. Outbreaks are emerging from coast to coast.
"A Time to Reflect, and Look Forward",https://www.nytimes.com/2020/11/12/us/politics/election-reader-reactions.html?searchResultPosition=254,"Hi. Welcome to On Politics, your guide to the day in national politics. I’m Lisa Lerer, your host."
California’s Coronavirus Caseload: 1 Million and Counting,https://www.nytimes.com/2020/11/12/us/california-coronavirus-million-cases.html?searchResultPosition=255,"California residents have become accustomed to receiving cellphone alerts about earthquakes and approaching wildfires. But phones lit up across Los Angeles on Tuesday with a different emergency: Coronavirus cases were on the rise after months of remaining steady. The public safety alert, the first time a virus-related one had been sent to the city’s residents since March, urged those who had symptoms or suspected they had been exposed to head to a testing site."
"Trump rebuffs Biden transition team as virus, national security hang in the balance.",https://www.nytimes.com/2020/11/12/us/trump-rebuffs-biden-transition-team-as-virus-national-security-hang-in-the-balance.html?searchResultPosition=256,"President Trump’s refusal to allow President-elect Joseph R. Biden Jr. and his transition staff access to government offices, secure communications and classified briefings prompted growing warnings on Thursday, including from Republicans, that keeping Mr. Biden in the dark potentially endangers the country."
What Places Are Hardest Hit by the Coronavirus? It Depends on the Measure,https://www.nytimes.com/2020/11/12/us/coronavirus-crisis-united-states.html?searchResultPosition=257,"of states’ cases, of positive testing rates, of hospitalizations"
Coronavirus Briefing: What Happened Today,https://www.nytimes.com/2020/11/11/us/coronavirus-today.html?searchResultPosition=258,"For months, the virus seemed relatively contained in and around New York City, despite clusters in Brooklyn and Queens. But now, as cases rise sharply, a potential second wave has New Yorkers on edge."
"Tillis Ekes Out Victory in North Carolina, Bolstering Republicans’ Hold on the Senate",https://www.nytimes.com/2020/11/11/us/politics/north-carolina-senate-thom-tillis.html?searchResultPosition=259,"Senator Thom Tillis, Republican of North Carolina, narrowly won re-election on Wednesday after a protracted vote count, capitalizing on unexpected party strength in a crucial swing state to defeat a Democrat damaged by late revelations of an extramarital affair."
Will Any More Schools Reopen in 2020?,https://www.nytimes.com/2020/11/11/us/will-any-more-schools-reopen-in-2020.html?searchResultPosition=260,"On Tuesday, Philadelphia delayed plans to bring its youngest public school students back to classrooms for at least some in-person instruction on Nov. 30 as the number of cases rises in the city. Remote learning will continue for all students “until further notice,” officials said."
Emergency Help for Wildfire Victims,https://www.nytimes.com/2020/11/11/us/wildfire-victims-emergency-help.html?searchResultPosition=261,Good morning.
The Surging Coronavirus Finds a Federal Leadership Vacuum,https://www.nytimes.com/2020/11/11/us/politics/coronavirus-surge-trump.html?searchResultPosition=262,[Follow our live analysis of the Biden inauguration.]
Coronavirus Briefing: What Happened Today,https://www.nytimes.com/2020/11/10/us/coronavirus-today.html?searchResultPosition=263,"The United States reached another dismal milestone in the pandemic: Covid-19 hospitalizations hit an all-time high of 61,964 today."
"As Hospitalizations Soar, El Paso Brings In New Mobile Morgues",https://www.nytimes.com/2020/11/10/us/coronavirus-hospitalizations-el-paso-texas.html?searchResultPosition=264,"Coronavirus patients filled beds on one floor. Then two. Then the University Medical Center, a teaching hospital in El Paso, set up tents to care for patients in a parking lot. A downtown convention center became a field hospital. To free up even more space, the state began airlifting dozens of intensive care patients to other cities."
The Next Big Question for California Politicians,https://www.nytimes.com/2020/11/10/us/kamala-harris-senate-replacement.html?searchResultPosition=265,Good morning.
"Republicans Back Trump’s Refusal to Concede, Declining to Recognize Biden",https://www.nytimes.com/2020/11/09/us/politics/republicans-trump-concede-2020-election.html?searchResultPosition=266,"Leading Republicans rallied on Monday around President Trump’s refusal to concede the election, declining to challenge the false narrative that it was stolen from him or to recognize President-elect Joseph R. Biden Jr.’s victory even as party divisions burst into public view."
Biden Moves to Confront a Pandemic Racing Out of Control,https://www.nytimes.com/2020/11/09/us/politics/biden-coronavirus-pandemic.html?searchResultPosition=267,"President-elect Joseph R. Biden Jr. moved on Monday to begin assuming responsibility for the surging coronavirus pandemic, naming a string of high-profile scientists"
Pandemic Reaches Grim Milestone as Biden Moves to Take Charge,https://www.nytimes.com/2020/11/09/us/politics/coronavirus-pandemic-biden.html?searchResultPosition=268,"Coronavirus cases surged to a new record on Monday, with the United States now averaging 111,000 cases each day for the past week, a grim milestone amid rising hospitalizations and deaths that cast a shadow on positive news about the effectiveness of a potential vaccine."
Coronavirus Briefing: What Happened Today,https://www.nytimes.com/2020/11/09/us/coronavirus-today.html?searchResultPosition=269,"Nine months into the pandemic, we have some potentially game-changing vaccine news."
Plan for a Safe Thanksgiving Break,https://www.nytimes.com/2020/11/09/us/thanksgiving-break-college-students-safe-advice.html?searchResultPosition=270,"Thanksgiving is just over two weeks away. Families, of course, want to be together. But college students, who have watched the virus rip through universities before radiating off campus, may pose a significant risk to their loved ones."
Emergency Help for Wildfire Victims,https://www.nytimes.com/2020/11/11/us/wildfire-victims-emergency-help.html?searchResultPosition=271,Good morning.
The Surging Coronavirus Finds a Federal Leadership Vacuum,https://www.nytimes.com/2020/11/11/us/politics/coronavirus-surge-trump.html?searchResultPosition=272,[Follow our live analysis of the Biden inauguration.]
Coronavirus Briefing: What Happened Today,https://www.nytimes.com/2020/11/10/us/coronavirus-today.html?searchResultPosition=273,"The United States reached another dismal milestone in the pandemic: Covid-19 hospitalizations hit an all-time high of 61,964 today."
"As Hospitalizations Soar, El Paso Brings In New Mobile Morgues",https://www.nytimes.com/2020/11/10/us/coronavirus-hospitalizations-el-paso-texas.html?searchResultPosition=274,"Coronavirus patients filled beds on one floor. Then two. Then the University Medical Center, a teaching hospital in El Paso, set up tents to care for patients in a parking lot. A downtown convention center became a field hospital. To free up even more space, the state began airlifting dozens of intensive care patients to other cities."
The Next Big Question for California Politicians,https://www.nytimes.com/2020/11/10/us/kamala-harris-senate-replacement.html?searchResultPosition=275,Good morning.
"Republicans Back Trump’s Refusal to Concede, Declining to Recognize Biden",https://www.nytimes.com/2020/11/09/us/politics/republicans-trump-concede-2020-election.html?searchResultPosition=276,"Leading Republicans rallied on Monday around President Trump’s refusal to concede the election, declining to challenge the false narrative that it was stolen from him or to recognize President-elect Joseph R. Biden Jr.’s victory even as party divisions burst into public view."
Biden Moves to Confront a Pandemic Racing Out of Control,https://www.nytimes.com/2020/11/09/us/politics/biden-coronavirus-pandemic.html?searchResultPosition=277,"President-elect Joseph R. Biden Jr. moved on Monday to begin assuming responsibility for the surging coronavirus pandemic, naming a string of high-profile scientists"
Pandemic Reaches Grim Milestone as Biden Moves to Take Charge,https://www.nytimes.com/2020/11/09/us/politics/coronavirus-pandemic-biden.html?searchResultPosition=278,"Coronavirus cases surged to a new record on Monday, with the United States now averaging 111,000 cases each day for the past week, a grim milestone amid rising hospitalizations and deaths that cast a shadow on positive news about the effectiveness of a potential vaccine."
Coronavirus Briefing: What Happened Today,https://www.nytimes.com/2020/11/09/us/coronavirus-today.html?searchResultPosition=279,"Nine months into the pandemic, we have some potentially game-changing vaccine news."
Plan for a Safe Thanksgiving Break,https://www.nytimes.com/2020/11/09/us/thanksgiving-break-college-students-safe-advice.html?searchResultPosition=280,"Thanksgiving is just over two weeks away. Families, of course, want to be together. But college students, who have watched the virus rip through universities before radiating off campus, may pose a significant risk to their loved ones."
Thanksgiving Will Soon Empty Campuses. Will Students Bring Coronavirus Home?,https://www.nytimes.com/2020/11/09/us/colleges-coronavirus-thanksgiving.html?searchResultPosition=281,"As Thanksgiving approaches, millions of Americans are weighing the risk of pandemic travel against the yearning to visit friends and family. But one group seems all but certain to be heading home in large numbers just in time for turkey and holiday gatherings: college students."
Hakeem Jeffries Wants Democrats to Take a Deep Breath,https://www.nytimes.com/2020/11/09/us/politics/hakeem-jeffries-democrats.html?searchResultPosition=282,"Most ways you slice it, House Democrats have had a turbulent few days. Swelling expectations that they would grow their majority in last week’s election crashed amid painful losses, and public blame-trading from some of the chamber’s most outspoken progressives and moderates has added a bitter note to President-elect Joseph R. Biden Jr.’s win."
"Even as Trump Cut Immigration, Immigrants Transformed U.S.",https://www.nytimes.com/2020/11/09/us/immigration-trump.html?searchResultPosition=283,"To grasp the impact of the latest great wave of immigration to the United States, consider the city of Grand Island, Neb.: More than 60 percent of public school students are nonwhite, and their families collectively speak 55 languages. During drop-off at Starr Elementary on a recent morning, parents bid their children goodbye in Spanish, Somali and Vietnamese."
"Navajo Nation, on a weekend lockdown, is experiencing a spike.",https://www.nytimes.com/2020/11/08/us/navajo-nation-on-a-weekend-lockdown-is-experiencing-a-spike.html?searchResultPosition=284,"The Navajo Nation, under a weekend lockdown, is averaging more than 100 new daily cases for the first time since early June."
A ‘Terrifying’ Coronavirus Surge Will Land in Biden’s Lap,https://www.nytimes.com/2020/11/08/us/biden-covid-19-coronavirus.html?searchResultPosition=285,"Hours after President-elect Joseph R. Biden Jr. declared the coronavirus a top priority, the magnitude of his task became starkly clear on Sunday as the nation surpassed 10 million cases and sank deeper into the grip of what could become the worst chapter of the pandemic yet."
"A Nation Votes for Joe Biden, and a Red State Shrugs",https://www.nytimes.com/2020/11/08/us/politics/nebraska-trump-biden.html?searchResultPosition=286,"In the moments after the presidential vote tally made it clear that Joseph R. Biden Jr. had won the election on Saturday, a teenager wheeled a broken lawn mower across an empty downtown street here. Wispy white clouds blew across the sky. Inside the Rusty Rooster Saloon, a man with gray hair took a swig from a Bud Light can, and the only result that interested anyone was the outcome of the college football game on the television."
Tropical Storm Eta Makes Landfall in the Florida Keys,https://www.nytimes.com/2020/11/08/us/eta-storm-updates.html?searchResultPosition=287,• Go here for the latest on Eta
Where Does Joe Biden Stand on Major Policies?,https://www.nytimes.com/article/joe-biden-policies.html?searchResultPosition=288,[Follow our live Capitol building lockdown reporter discussion here.]
"As a Bitter Election Ends, 26 Americans Look to the Future",https://www.nytimes.com/2020/11/08/us/voters-biden.html?searchResultPosition=289,Election night played out as one more anxious chapter in a year characterized by bitter partisan rancor and successive national crises.
How Georgia Turned From Reliably Republican to Political Ground Zero,https://www.nytimes.com/2020/11/08/us/politics/georgia-politics.html?searchResultPosition=290,It took a lifetime for Angie Jones to become a Democrat.
Thanksgiving Will Soon Empty Campuses. Will Students Bring Coronavirus Home?,https://www.nytimes.com/2020/11/09/us/colleges-coronavirus-thanksgiving.html?searchResultPosition=291,"As Thanksgiving approaches, millions of Americans are weighing the risk of pandemic travel against the yearning to visit friends and family. But one group seems all but certain to be heading home in large numbers just in time for turkey and holiday gatherings: college students."
Hakeem Jeffries Wants Democrats to Take a Deep Breath,https://www.nytimes.com/2020/11/09/us/politics/hakeem-jeffries-democrats.html?searchResultPosition=292,"Most ways you slice it, House Democrats have had a turbulent few days. Swelling expectations that they would grow their majority in last week’s election crashed amid painful losses, and public blame-trading from some of the chamber’s most outspoken progressives and moderates has added a bitter note to President-elect Joseph R. Biden Jr.’s win."
"Even as Trump Cut Immigration, Immigrants Transformed U.S.",https://www.nytimes.com/2020/11/09/us/immigration-trump.html?searchResultPosition=293,"To grasp the impact of the latest great wave of immigration to the United States, consider the city of Grand Island, Neb.: More than 60 percent of public school students are nonwhite, and their families collectively speak 55 languages. During drop-off at Starr Elementary on a recent morning, parents bid their children goodbye in Spanish, Somali and Vietnamese."
"Navajo Nation, on a weekend lockdown, is experiencing a spike.",https://www.nytimes.com/2020/11/08/us/navajo-nation-on-a-weekend-lockdown-is-experiencing-a-spike.html?searchResultPosition=294,"The Navajo Nation, under a weekend lockdown, is averaging more than 100 new daily cases for the first time since early June."
A ‘Terrifying’ Coronavirus Surge Will Land in Biden’s Lap,https://www.nytimes.com/2020/11/08/us/biden-covid-19-coronavirus.html?searchResultPosition=295,"Hours after President-elect Joseph R. Biden Jr. declared the coronavirus a top priority, the magnitude of his task became starkly clear on Sunday as the nation surpassed 10 million cases and sank deeper into the grip of what could become the worst chapter of the pandemic yet."
"A Nation Votes for Joe Biden, and a Red State Shrugs",https://www.nytimes.com/2020/11/08/us/politics/nebraska-trump-biden.html?searchResultPosition=296,"In the moments after the presidential vote tally made it clear that Joseph R. Biden Jr. had won the election on Saturday, a teenager wheeled a broken lawn mower across an empty downtown street here. Wispy white clouds blew across the sky. Inside the Rusty Rooster Saloon, a man with gray hair took a swig from a Bud Light can, and the only result that interested anyone was the outcome of the college football game on the television."
Tropical Storm Eta Makes Landfall in the Florida Keys,https://www.nytimes.com/2020/11/08/us/eta-storm-updates.html?searchResultPosition=297,• Go here for the latest on Eta
Where Does Joe Biden Stand on Major Policies?,https://www.nytimes.com/article/joe-biden-policies.html?searchResultPosition=298,[Follow our live Capitol building lockdown reporter discussion here.]
"As a Bitter Election Ends, 26 Americans Look to the Future",https://www.nytimes.com/2020/11/08/us/voters-biden.html?searchResultPosition=299,Election night played out as one more anxious chapter in a year characterized by bitter partisan rancor and successive national crises.
How Georgia Turned From Reliably Republican to Political Ground Zero,https://www.nytimes.com/2020/11/08/us/politics/georgia-politics.html?searchResultPosition=300,It took a lifetime for Angie Jones to become a Democrat.
Biden Could Roll Back Trump Agenda With Blitz of Executive Actions,https://www.nytimes.com/2020/11/08/us/politics/biden-trump-executive-action.html?searchResultPosition=301,"President-elect Joseph R. Biden Jr. is poised to unleash a series of executive actions on his first day in the Oval Office, prompting what is likely to be a yearslong effort to unwind President Trump’s domestic agenda and immediately signal a wholesale shift in the United States’ place in the world."
‘It’s Such a Relief’: Biden Voters Rebuild a Wall That Trump Smashed,https://www.nytimes.com/2020/11/08/us/politics/joe-biden-voters.html?searchResultPosition=302,
Five Takeaways From President-Elect Biden’s Victory Speech,https://www.nytimes.com/2020/11/08/us/politics/biden-victory-speech-takeaways.html?searchResultPosition=303,"Joseph R. Biden Jr. waited a long time to give the speech he delivered in Delaware on Saturday night. Not just the five days since Election Day, but arguably the 48 years since he was first elected to the Senate, during which he ran for president three times. And at age 77, as Mr. Biden came trotting up the runway to an explosion of car horns and cheers, beaming and looking almost surprised by the ovation, it was clear that his moment had arrived."
Read Joe Biden’s President-Elect Acceptance Speech: Full Transcript,https://www.nytimes.com/article/biden-speech-transcript.html?searchResultPosition=304,
How Joe Biden Won the Presidency,https://www.nytimes.com/2020/11/07/us/politics/joe-biden-president.html?searchResultPosition=305,"On a January evening in 2019, Joseph R. Biden Jr. placed a call to the mayor of Los Angeles, Eric Garcetti, a personal friend and political ally who had just announced he would not pursue the Democratic nomination for president."
"Biden, Now President-Elect, Calls for End to ‘Grim Era of Demonization’",https://www.nytimes.com/2020/11/07/us/politics/biden-acceptance-speech.html?searchResultPosition=306,"Joseph R. Biden Jr. addressed the nation for the first time as president-elect on Saturday night, delivering a message of unity and trying to soothe the extraordinary divisions that defined the last four years in American politics."
Democrats cheer ‘historic’ win as race is called for Biden and Harris.,https://www.nytimes.com/2020/11/07/us/politics/democrats-republicans-biden-harris.html?searchResultPosition=307,"Minutes after the 2020 presidential race was called for Joseph R. Biden Jr., and Kamala Harris, prominent Democrats supportive of the former Vice President and his running mate cheered their victory as the first step toward a brighter American future."
"Six White House aides, including Trump’s chief of staff, have the coronavirus.",https://www.nytimes.com/2020/11/06/us/politics/six-white-house-aides-including-trumps-chief-of-staff-have-the-coronavirus.html?searchResultPosition=308,"Mark Meadows, the White House chief of staff, has contracted the coronavirus, as have five other White House aides and a Trump campaign adviser, officials say, raising fears of another outbreak sweeping through the ranks of the nation’s top officials."
"Six in White House, Including Trump’s Chief of Staff, Have the Coronavirus",https://www.nytimes.com/2020/11/06/us/politics/mark-meadows-coronavirus.html?searchResultPosition=309,"including Mark Meadows, President Trump’s chief of staff"
Coronavirus Briefing: What Happened Today,https://www.nytimes.com/2020/11/06/us/coronavirus-today-what-happened.html?searchResultPosition=310,and continues to worsen.
Biden Could Roll Back Trump Agenda With Blitz of Executive Actions,https://www.nytimes.com/2020/11/08/us/politics/biden-trump-executive-action.html?searchResultPosition=311,"President-elect Joseph R. Biden Jr. is poised to unleash a series of executive actions on his first day in the Oval Office, prompting what is likely to be a yearslong effort to unwind President Trump’s domestic agenda and immediately signal a wholesale shift in the United States’ place in the world."
‘It’s Such a Relief’: Biden Voters Rebuild a Wall That Trump Smashed,https://www.nytimes.com/2020/11/08/us/politics/joe-biden-voters.html?searchResultPosition=312,
Five Takeaways From President-Elect Biden’s Victory Speech,https://www.nytimes.com/2020/11/08/us/politics/biden-victory-speech-takeaways.html?searchResultPosition=313,"Joseph R. Biden Jr. waited a long time to give the speech he delivered in Delaware on Saturday night. Not just the five days since Election Day, but arguably the 48 years since he was first elected to the Senate, during which he ran for president three times. And at age 77, as Mr. Biden came trotting up the runway to an explosion of car horns and cheers, beaming and looking almost surprised by the ovation, it was clear that his moment had arrived."
Read Joe Biden’s President-Elect Acceptance Speech: Full Transcript,https://www.nytimes.com/article/biden-speech-transcript.html?searchResultPosition=314,
How Joe Biden Won the Presidency,https://www.nytimes.com/2020/11/07/us/politics/joe-biden-president.html?searchResultPosition=315,"On a January evening in 2019, Joseph R. Biden Jr. placed a call to the mayor of Los Angeles, Eric Garcetti, a personal friend and political ally who had just announced he would not pursue the Democratic nomination for president."
"Biden, Now President-Elect, Calls for End to ‘Grim Era of Demonization’",https://www.nytimes.com/2020/11/07/us/politics/biden-acceptance-speech.html?searchResultPosition=316,"Joseph R. Biden Jr. addressed the nation for the first time as president-elect on Saturday night, delivering a message of unity and trying to soothe the extraordinary divisions that defined the last four years in American politics."
Democrats cheer ‘historic’ win as race is called for Biden and Harris.,https://www.nytimes.com/2020/11/07/us/politics/democrats-republicans-biden-harris.html?searchResultPosition=317,"Minutes after the 2020 presidential race was called for Joseph R. Biden Jr., and Kamala Harris, prominent Democrats supportive of the former Vice President and his running mate cheered their victory as the first step toward a brighter American future."
"Six White House aides, including Trump’s chief of staff, have the coronavirus.",https://www.nytimes.com/2020/11/06/us/politics/six-white-house-aides-including-trumps-chief-of-staff-have-the-coronavirus.html?searchResultPosition=318,"Mark Meadows, the White House chief of staff, has contracted the coronavirus, as have five other White House aides and a Trump campaign adviser, officials say, raising fears of another outbreak sweeping through the ranks of the nation’s top officials."
"Six in White House, Including Trump’s Chief of Staff, Have the Coronavirus",https://www.nytimes.com/2020/11/06/us/politics/mark-meadows-coronavirus.html?searchResultPosition=319,"including Mark Meadows, President Trump’s chief of staff"
Coronavirus Briefing: What Happened Today,https://www.nytimes.com/2020/11/06/us/coronavirus-today-what-happened.html?searchResultPosition=320,and continues to worsen.
A Motorcycle Rally in a Pandemic? ‘We Kind of Knew What Was Going to Happen’,https://www.nytimes.com/2020/11/06/us/sturgis-coronavirus-cases.html?searchResultPosition=321,"Albert Aguirre was amped as he and a buddy skimmed across the South Dakota plains, heading to join 460,000 bikers for a motorcycle rally shaping up to be a Woodstock of unmasked, uninhibited coronavirus defiance."
The Latest on Kids’ Antibodies,https://www.nytimes.com/2020/11/06/us/children-antibodies-schools-briefing.html?searchResultPosition=322,A study published Thursday found that children infected with the coronavirus produce fewer and weaker antibodies than adults.
Coronavirus Briefing: What Happened Today,https://www.nytimes.com/2020/11/06/us/coronavirus-today.html?searchResultPosition=323,[Live updates on Biden’s Pennsylvania results.]
"One Day in America: More Than 121,000 Coronavirus Cases",https://www.nytimes.com/2020/11/05/us/covid-one-day-in-america.html?searchResultPosition=324,"They were feverish and desperate, confined to their cars in a slow single-file line as they waited for coronavirus tests."
