text,label,class
"Restaurants are struggling to stay afloat during the pandemic, and some are struggling to stay afloat only weeks into the start of the pandemic. Just ask Andrew Hus, who owns a restaurant in State College, Pa., how he is going to cover expenses while also worrying about the pandemic and the surrounding economic crisis.",3,1
"More than 400 workers at a Tesla plant in California tested positive for the coronavirus between May and December, according to public health data released by a transparency website.",3,1
"As the pandemic spirals out of control, many of the nation’s biggest banks are being forced to make drastic cuts to their spending and revenue as they attempt to stay afloat.",3,1
"As the new coronavirus continued to spread in the United States, it picked up a pace in April with the number of new cases reported each day. As states struggle to keep the initial vaccination schedule, many counties are accelerating their eligibility timelines.",3,1
"A 17-year-old Michigan girl has been vaccinated against the coronavirus, and so has a 17-year-old companion who is not yet eligible for one.",3,1
"President Trump’s refusal to concede the election has entered a more dangerous phase as he stonewalls on the eve of the election and as the country hits the grim milestone of 50,000 dead from the coronavirus pandemic.",3,1
"The scene when the traffic in Beijing is detoured because of the coronavirus and traffic jams in the center of the city: A woman is forced to start a conversation using the late-model Leapfrog keyboard, with the help of a smartphone app. She has no intention of using the computer at home, she tells the other woman, and it is a dangerous choice.",3,1
"Congressional Democrats and the Biden administration barreled ahead on Wednesday with a $1.9 trillion economic rescue package, even as they signaled a limited willingness to scale back direct payments for Americans in hopes of attracting Republican support.",3,1
A team of agents from the Department of Homeland Security was combing thousands of websites scouting for evidence of the next phase of fraud schemes: offers of treatments or vaccines for the coronavirus.,3,1
"If President Trump loses his re-election bid, female voters will probably have played a critical role.",3,1
Senator Ron Johnson incited widespread outrage when he said recently that he would have been more afraid of the rioters who rampaged the Capitol on Jan. 6 had they been members of Black Lives Matter and antifa.,3,1
"President Trump’s campaign rallies have been canceled for the foreseeable future. His noisy back-and-forths with reporters on the South Lawn, half drowned out by the whir of Marine One behind him, have also disappeared.",3,1
"Two and a half hours after he was sworn in as the 45th president of the United States, President Trump started his inaugural address in a speech that reflected the changing dynamics of the country’s capital and its place in the nation’s history.",3,1
"When Allison Protsko was a child, the arrival of the Christmas season meant driving with her family to pick out a Christmas tree, cutting it down themselves and dragging it home.",3,1
"When the pandemic hit in March, it set off a kerfuffle. Many retailers across the country were forced to close their doors, and some couldn’t stay afloat, fuelling a rush of shutdowns and evictions.",3,1
"When the pandemic first hit New York City last spring, Yunnan Huang feared direly. She was a single mother living in the suburbs, attending one of the city’s drop-off locations each morning as she worked to pay the bills.",3,1
"Shortly before midnight on Friday, and just hours after he had taken to Twitter to encourage Americans to “liberate” three Democratic-governed states from stay-at-home orders, President Trump reopened his Twitter app and went on another brief tear. He retweeted 11 posts by Charlie Kirk, a young right-wing provocateur with ties to the Trump family and a social media presence that attracts far more attention than some mainstream news organizations.",3,1
The 2.8 billion economy is poised to erupt in a sea of new strains as the coronavirus pandemic continues to wreak havoc on one of the world’s most dynamic economic zones.,3,1
"Graduating seniors across the United States who are missing traditional commencement events because of the coronavirus pandemic have had stars step up to fill the void. Last month, Oprah Winfrey announced that she would address seniors; the very next day, LeBron James said he was organizing a prime-time special for graduates. Now, former President Barack Obama has announced that he too will celebrate graduating seniors in at least three events.",3,1
President Trump and Treasury Secretary Steven Mnuchin during the coronavirus briefing at the White House on Tuesday.,3,1
"For months now, the extraordinary challenges of schooling during the coronavirus pandemic have dominated life in communities large and small across the country, yet the prospect of more school closures in the fall has not been a topic of discussion.",3,1
"There have been more than 220,000 coronavirus deaths in the United States, and each one represents years of potential life lost.",3,1
"The American Congress pushed back on Tuesday against efforts to shut down the government to stop the spread of the coronavirus, pushing a provision that would allow lawmakers to bypass the Trump administration’s coronavirus response.",3,1
"Amy Lee-Ludovicy’s children and their classmates were supposed to be on a chartered bus into New York City on Friday morning, destined for a visit to a coronavirus hot spot. Instead, they were whisked on a separate bus back to their hometowns in California.",3,1
"Prince Harry and his wife, Meghan, have all but vanished from the headlines in a world consumed by a catastrophic pandemic. But that did not stop the newly independent couple from notifying four leading British tabloid publishers on Sunday that they would no longer deal with them.",3,1
"The British economy remains vulnerable to a severe downturn triggered by the coronavirus epidemic, its top central banker said on Wednesday, warning that the consumer spending that drives the economy may take a hit as the coronavirus ripples through the eurozone.",3,1
"As the coronavirus raced across the globe earlier this year, the Trump administration’s foreign policy made a conspicuously clear hand in recent months: It stood between the United States and China on economic, diplomatic and scientific issues. President Trump’s decision to halt its use after the American economic embargo was lifted merely underscored that the virus can be safely stifled by American power.",3,1
"For people who have had Covid, the pandemic has not only slashed their hours but also stripped away their sense of purpose and purposeful action.",3,1
"As the nation’s leader in heartening response to the coronavirus, President Trump has begun to acknowledge that the fight is far from over.",3,1
The Times’s David Gelles gives DealBook the backstory to his recent front-page article about rising C.E.O. pay during the pandemic.,3,1
"A Libertarian candidate for Congress in Arizona has been charged with lying to receive a ballot for the House of Representatives, the first federal felony charge related to the nature of the agency’s response to the coronavirus pandemic.",3,1
Businesses are preparing for the end of the pandemic even as regulators struggle to find a way to ensure the financial safety of the economy remains high enough to spur growth.,3,1
"Every workday, Janis Jarmul and her fellow workers at one of the city’s largest retirement communities will pile into the cab of a Ford Expedition with the intention of hauling 1,000 pounds of fresh beef jerky across the country and, when they get there, stacking them in the fridge.",3,1
"Taking note of President Biden’s vow to make every adult in the United States eligible for a vaccine by early summer, Gov. Katie Loeffler of Georgia said on Thursday that her state would grant every adult in the state state early access to a vaccine by late May.",3,1
"Gen. Brett E. Crozier, the former commanding general of the International Security Force, now helps lead the Peace Corps transition, and recently warned a colleague who covers China at the State Department that the coronavirus pandemic has substantially limited his annual travel.*",3,1
"Once thought to be blazing hot, the coronavirus has settled into a nosedive in many parts of the United States. Confidence about the coming reinvention has helped, in the short term, keep the economy from falling into a deep recession.",3,1
"For the last three years, two factors have been hugely influential in the oil markets. The first has been the surge of shale oil production in the United States, which has turned the country from a large oil importer to an increasingly important exporter. The second is the alliance between Saudi Arabia and Russia, which recently have cooperated in trimming production to try to counter shale’s impact.",3,1
"The chaotic scene at a hospital in Flint, Mich., on Friday after a water main break caused extensive disruption in operations that could have grave consequences for residents and workers, the city’s top emergency management official said.",3,1
"Speed is an important factor in how well an economy performs in the midst of a pandemic. Without a robust financial system, businesses must be online almost constantly, and using drones to survey land while you shop, get ready to miss work.",3,1
"With coronavirus cases on the rise and communities returning to lockdown across the country, a marketing push is underway to persuade skeptical Americans to immunize themselves once vaccines are ready.",3,1
"A growing number of countries are suspending their use of the Johnson & Johnson vaccine to inoculate health care workers next week, a signal of unease over the effects of a single dose on health care workers returning to risky jobs after a temporary interruption of the Covid-19 vaccine program.",3,1
"Hours after his positive test for Covid-19, President Trump did not appear on a scheduled call with governors from across the country early Friday afternoon, and Vice President Mike Pence took his place on the call.",3,1
"Each spring, a thousand or more Mexican tomato pickers descend on California to to toil in the fields of the vineyard, hoping to harvest the best harvest they can.",3,1
"A major trial of coronavirus vaccines will begin this month at a University hospital in New York, the New York Times has learned, as the health authority looks to determine whether the Vaccine Declaration of Health is valid.",3,1
"Alison Richards, a 38-year-old graphic designer, had been living in Britain for five years when she decided to move home to Australia. Then she got sick with Covid-19 and lost her job.",3,1
"The Trump administration, faced with an unrelenting surge in coronavirus cases, issued guidance on Tuesday requiring all passengers and employees to wear masks on all forms of public and commercial transportation in the United States and around the world.",3,1
"On a Friday in early March, Donald J. Trump, clad in a baseball cap, strode into the Situation Room for a meeting with the coronavirus task force. He didn’t stop by the group’s daily meetings often, but he had an idea he wanted to share: He wanted to kill the senator he considered a top target.",3,1
"The strategy could not be clearer: From the Republican lawmakers blanketing Fox News to new ads from President Trump’s super PAC to the biting criticism on Donald Trump Jr.’s Twitter feed, the G.O.P. is attempting to divert attention from the administration’s heavily criticized response to the coronavirus by pinning the blame on China.",3,1
"In early April, as the coronavirus began to spread across India, residents of Kolkata, the city located in the country’s southern region of Kerala, were worried about getting sick. Since then, the risk of getting sick from Covid-19 has remained high, even amid a pandemic.",3,1
"As coronavirus cases have shot through the roof, waiting times for tests and results have grown so lengthy that the health authorities have considered sending samples to labs in Abu Dhabi. Contact tracing, divided among laboratories in 13 states, is one way to quickly locate the source of the outbreak.",3,1
"This year perhaps more than ever before, the college essay has served as a canvas for high school seniors to reflect on a turbulent and, for many, sorrowful year. It has been a psychiatrist’s couch, a road map to a more hopeful future, a chance to pour out intimate feelings about loneliness and injustice.",3,1
The Carnival Sensation was sailing in international waters off the Florida coast on Saturday when crew members spotted a crowded 36-foot boat that appeared to be in distress.,3,1
"A black man in the United States has been successfully vaccinated against the coronavirus for more than a year, despite facing many hurdles before the start of next week’s vaccinations. Now, the country is poised to welcome the first vaccinated passengers into the race.",3,1
"Health officials on Friday announced sweeping changes to guidelines in Tennessee on who would get lifesaving treatments, and who would not, if resources fell dramatically short during a medical crisis like the coronavirus pandemic.",3,1
"Buoyed by promising results for a Chinese coronavirus vaccine and signs of a slowdown in the spread of the virus, the government of Bahrain announced on Wednesday that it would hold an election to choose the new prime minister on Jan. 20.",3,1
"To the contrary, new coronavirus outbreaks are fueling fears that the nation’s vetting system is being overwhelmed by the surge of infections.",3,1
"President Trump at the White House on Monday announced a plan to distribute 150 million rapid coronavirus tests purchased by the federal government to states, tribes and other jurisdictions in the coming months.",3,1
The outbreak of a respiratory virus in South Korea has left the country’s capital Seoul isolated and its pandemic-stricken neighbor China increasingly alarmed at the prospect of a global health crisis.,3,1
"Chinese officials asked the World Health Organization on Monday to revise its recommendations for countries to cancel their quarantine on the Wuhan coronavirus and reopen their embassies, a signal of unease in the West over China’s new intentions.",3,1
"At the planting of a solar-powered micro-grid in December, Jérôme Callais stood under a tree, bewildered and uncertain how to operate his electric car. His maintenance man had told him not to bring his cellphone with him to the hospital. There was a warning on the television, and Mr. Callais reluctantly picked it up.",3,1
"A woman was put to death on Wednesday for the 1993 murders of five people, the third federal execution this week after a 17-year hiatus of federal capital punishment.",3,1
"A scientist and public health expert who is skeptical of the official coronavirus vaccine line will be the lead witness at a Senate Homeland Security and Governmental Affairs Committee hearing on Tuesday, prompting criticism from Democrats who say Republicans should not give a platform to a company whose founder is a donor to and ally of the president.",3,1
"Three million lives: That is roughly equivalent to losing the population of Berlin, Chicago or Taipei. The scale is so staggering that it sometimes begins to feel real only in places like graveyards.",3,1
"When the pandemic first hit, homeless shelters in crisis almost immediately sprang into action. As the coronavirus spiraled out of control, a pilot program at King Solomon Senior High in Cape Girardeau, Mo., was immediately hit.",3,1
"Any lingering belief that the end was nigh was quickly dispelled by the crisp chill wind and piercing rain on the farm of Tom Van Hoeven, a farmer in southeastern Wisconsin, is not likely to be mistaken for anything but pleasant.",3,1
Rachel Kobylas longs for the days when her job as a code enforcement officer in the laid-back Florida town of Key West meant that she drove around making sure people turned off noisy power tools after 7 p.m.,3,1
"Commuters who are eligible for a Covid-19 vaccine will be eligible for one on Sunday, the first day of implementation in the country.",3,1
"The Federal Reserve swooped in to save money market mutual funds for the second time in 12 years in March 2020, exposing regulatory shortfalls that persisted even after the 2008 financial crisis. Now, the savings vehicles could be headed for a more serious overhaul.",3,1
"When the federal government began rushing trillions of dollars of assistance to Americans crushed by the coronavirus pandemic, the hope was that some of the aid would allow businesses to keep workers on the payroll and cushion employees against job losses.",3,1
"The Calabrian catacomb, one of the world’s most mysterious macgreens, has baffled scientists for years. The city’s endemic transmission of the coronavirus, which has bedeviled the city’s steady stream of tourists, is one of its most mysterious symbols of the virus’s power to hide in the earth.",3,1
"So you finally got a Covid-19 vaccine. Relieved, you take a photograph of your vaccination card, showing your name and birth date and which vaccine you had, and publish it on social media.",3,1
"The coronavirus pandemic has killed more than 1.7 million people around the world. Millions more have lost their jobs, and governments have offered uneven support. In the United States, the country’s leaders are still grappling with how to effectively ease the blow of the pandemic, and many Americans are still struggling to get back to work.",3,1
An independent study conducted by the Organisation for Economic Cooperation and Development on behalf of 17 countries.,3,1
"Rieko Kawanishi is the first to admit that the pearl-laden mask she designed is not the most effective defense against the coronavirus. “It’s full of holes,” she said with a laugh.",3,1
"One month into the school year, Linnet Early, a social studies teacher outside St. Louis, has an anxious new ritual: scanning the Zoom squares on her computer screen at the beginning of each class to see which of her sixth-grade students are missing. It is usually quite a few.",3,1
"The Covid-19 vaccine made by AstraZeneca and the University of Oxford protected people against a new, more contagious coronavirus variant at similar levels to the protection it offered against other lineages of the virus, Oxford researchers said in a paper released on Friday.",3,1
"In the latest sign of hope for an end to the coronavirus pandemic, the number of new coronavirus infections in the United States has plateaued at a level not seen since the spring.",3,1
Homes will be eligible for the $900 billion economic relief package that President Trump’s $2 trillion stimulus plan passed in the first Congress after both houses of Congress overwhelmingly passed a $900 billion package on Sunday to send the government back to work.,3,1
"U.S. sanctions on top Russian officials widened Monday with the inclusion of nearly two dozen countries that have already imposed economic sanctions on Russia over the conflict in the country’s internal borders, a sign of how difficult it will be to fully recover from the pandemic even after the winter damage.",3,1
"Joshua Weinstein always wanted to be an airline pilot, but the industry was in crisis when he started college in 2002, so he became a middle school teacher instead.",3,1
"The Centers for Disease Control and Prevention has been warning about the dangers of standing desks in an effort to reduce the risk of Covid-19, even as it pushed ahead with the hiring of a Purdue University scientist to investigate an outbreak of the virus at the outpost.",3,1
"President Trump said on Monday that he intended to close the United States to people trying to immigrate into the country to live and work, a drastic move that he said would protect American workers from foreign competition once the nation’s economy began to recover from the shutdown caused by the coronavirus outbreak.",3,1
"One of the most memorable speakers of the first night of the Democratic National Convention was a woman whom many voters had never heard of: Kristin Urquiza, whose father, a supporter of President Trump’s, died of the coronavirus in Phoenix in June, not long after Arizona lifted many of its stay-at-home restrictions.",3,1
"As governors across the country struggle to contain the resurgent coronavirus, many officials are looking to a standard generally agreed upon among epidemiologists: To control community spread of the virus, the average daily infection rate among those without a personal protective equipment (PPE) level of 15 percent.",3,1
"to quickly generate a large enough number of doses to allow everyone in the United States to receive a clinically authorized, fully tested coronavirus vaccine by the end of the summer.",3,1
"Groceries. Gasoline. Medical care. Marijuana, in some places. All have been designated essential to society in more than a dozen states that have ordered millions of people to stay home and avoid the use of their phones.",3,1
"President Trump’s re-election campaign on Monday announced a $55 million advertising blitz for the final two weeks of the race in a string of battleground states, as the president spent the day unleashing attacks against Joseph R. Biden Jr., Dr. Anthony S. Fauci and the news media.",3,1
"Ryan Seacrest: Welcome to Nightly, your guide to the day in national politics. I’m Jake Tapper, your host on Weekend Edition. I’m Nick Corasaniti, your host on Tuesdays for our coverage of all things media and messaging.",3,1
"Consumer spending fell for the third consecutive month in December, confirming what many economists had predicted would be a disappointing holiday season for many retailers and restaurants.",3,1
"China’s top leaders scrambled on Sunday to reach agreement on a roughly $2 trillion economic stabilization plan to help workers and businesses weather a potentially deep recession, chalking off a small victory amid months of criticism that has come undercutting the powers of the country’s top leaders.",3,1
"It’s been a devastating year for those in the events business. Todd Fiscus, of Dallas-based Todd Events, said his company made $2.4 million in December, and with the national economy teetering on the brink in the coronavirus pandemic, his main competitor, Embarrassingly Hotels, laid off nearly half its resort hotel business.",3,1
"The Hong Kong government said on Friday that it would postpone the city’s September legislative election by one year because of the coronavirus outbreak, a decision seen by the pro-democracy opposition as a brazen attempt to thwart its electoral momentum and avoid the defeat of pro-Beijing candidates.",3,1
Mark Meadows has officially been President Trump’s fourth White House chief of staff for less than three weeks.,3,1
"A flood of new court cases, some with little precedent, is expected to delist dozens of defendants from unemployment and to expand the class of people eligible for unemployment benefits.",3,1
"SoftBank, the Japanese conglomerate, is threatening to withdraw an offer to acquire a much larger stake in WeWork, according to a person familiar with the matter. The surprise move comes as the coronavirus outbreak diminishes demand from the world’s largest tech company.",3,1
"The invention of Covid-19 vaccines will be remembered as a milestone in the history of medicine, creating in a matter of months what had before taken up to a decade. But Dr. Kayvon Modjarrad, the director of Emerging Infectious Diseases Branch at Walter Reed Army Institute of Research in Silver Spring, Md., isn’t satisfied.",3,1
Speaker Nancy Pelosi of California announced on Sunday that she would call the House back from its annual summer recess for a vote this week on legislation to block changes at the Postal Service that voting advocates warn could disenfranchise Americans casting ballots by mail during the pandemic.,3,1
"In the latest challenge to Europe’s open borders, the country’s prime minister will have to choose which of his citizens will be among the first to be inoculated against the coronavirus, according to a government health official.",3,1
"With their bright yellow awnings and sagging iron shelves, the Gibert Jeune bookstores, which sell cheap secondhand books, have been a fixture of the Latin Quarter in New Orleans for over a century, a mainstay of the neighborhood’s shabby-chic intellectual life and beloved by tourists too.",3,1
"Disneyland, which has been closed for 10 months because of California’s strict approach to coronavirus safety, alerted annual passholders that it was ending the popular program, which had been a boon to the resort’s bottom line but been controversial for years.",3,1
"The economic forecast in the U.S. remains bleak, even as loosening restrictions across the country have allowed some businesses to reopen and rehire employees.",3,1
"Buried deep in the 900-page stimulus package that Congress passed in March, a single paragraph has sparked an outcry from small restaurants as major chains and mom-and-pop places alike scramble to survive a devastating financial crisis.",3,1
"After hosting a gathering with guests less than three hours apart, President Trump’s latest debate prep session, entitled “Deleted,” spanned the gamut from socialists to Republicans, conservatives to everyone from President Trump’s neighbors in the suburbs to his own political enemies.",3,1
"The World Health Organization on Thursday recommended against using the antiviral remdesivir, a drug that had generated intense interest as a treatment for Covid-19.",3,1
"In the most devastating week of human history, the United Nations predicted on Tuesday that the number of new coronavirus cases would continue to rise for weeks to come. The health agency warned that the public health toll would be high enough to make the city of Los Angeles consider pulling down all public celebrations.",3,1
"A nurse in Oregon who mocked the state’s pandemic protocols in a video that circulated on TikTok by saying she does not wear a mask in public has been placed on administrative leave, her employer said.",3,1
"By the end of this week, the pandemic is expected to have largely passed, but many businesses are still struggling to stay afloat and customers are clamoring for their return. The pressure to go electric could become more intense.",3,1
"The coronavirus was spreading around the world, and officials at the United States Agency for International Development were anxious to rush humanitarian aid to nations in need. But first, they had to settle a debate over American branding and whether it should be displayed on assistance headed to conflict zones.",3,1
"When the pandemic hit last year, nutritional experts urged pet owners to follow New York City’s lead by making every day’s meal available to the public. Not surprisingly, many people relished in the promise of more free food.",3,1
"In the first three months of the year, The New York Times’s David Gelles visited China, where factories were closing, but he interviewed workers. He visited Dalian, the city where the coronavirus outbreak began, as well as Wuhan, where it has festered for nearly a year.",3,1
"As lawmakers prepare for another round of fiscal stimulus to address economic fallout from the coronavirus pandemic, Speaker Nancy Pelosi suggested on Thursday that the next package include a retroactive rollback of a tax change that hurt high earners in states like New York and California.",3,1
"When Nest, a cramped Moscow cocktail lounge, reopened for business in late June after more than two months of lockdown, it offered free masks and antiseptic lotion at the entrance to help calm any fears drinkers might have about sitting just inches from each other around tiny round tables.",3,1
"Turn off the two-lane highway that runs across the Navajo Nation, just a few miles south of the Utah border, and the pavement yields instantly to the desert.",3,1
"One patient, admitted to a hospital in Wuhan, China, infected at least 10 health care workers and four other patients with the coronavirus that has sickened more than 34,000 people, killed 700 and reached two dozen other countries.",3,1
"A Chinese province will quarantine everyone flying into the country, including government officials, for 14 days beginning June 8 to fight the spread of the coronavirus, Home Secretary Pritikin Das, the government’s top emergency manager, announced on Friday.",3,1
"President Trump on Monday ordered an end to the ban on travelers from Europe and Brazil that had been aimed at stopping the spread of the coronavirus to the United States, a move quickly rejected by aides to President-elect Joseph R. Biden Jr., who said Mr. Biden will maintain the ban when he takes office on Wednesday.",3,1
"Dr. Robert H. Redfield, the director of the C.D.C., and Dr. Anthony S. Fauci, the nation’s top infectious disease expert, presented a mixed picture of the pandemic on Friday. While acknowledging that both had experienced mild cases of Covid-19, they said that there was no evidence of “exceptional” transmission.",3,1
"President Trump on Wednesday criticized congressional testimony delivered a day earlier by Dr. Anthony S. Fauci, the nation’s top infectious disease expert, who had warned against reopening the country too quickly and stressed the unknown effects the coronavirus could have on children returning to school.",3,1
"Facing disastrous economic news and rising coronavirus deaths, President Trump on Thursday floated delaying the Nov. 3 election by Election Day, a suggestion that lacks legal authority and could disenfranchise voters in the midst of the pandemic.",3,1
"Last week, Deanna Robertson and her two sons stood on their front lawn in western Virginia scanning the sky for a drone they could hear humming from almost a mile away.",3,1
"The United States had just announced the most ambitious vaccination campaign in its history, and despite some early bumps, like the pandemic, most of the country seems to be set to become a pre-cumulative stop-loss state for the foreseeable future.",3,1
"The morning after a nitrogen leak in a chicken plant killed six people in the self-proclaimed poultry capital of the world, nearly everyone in its big Latino community choked down their grief and fear and did what they had come to Gainesville to do.",3,1
"Seven months into the coronavirus crisis, with more than 30 vaccines rapidly advancing through the rigorous stages of clinical trials, a surprising number of research groups are placing bets on some that have not yet been given enough time to reach a conclusive conclusion on their merits.",3,1
"Vaccines are being distributed in Washington, while Congress haggles over the details of the stimulus deal. It’s Thursday, and this is your politics tip sheet. Sign up here to get On Politics in your inbox every weekday.",3,1
"Representative John Ratcliffe, President Trump’s pick to lead the nation’s intelligence agencies, sought at his confirmation hearing on Tuesday to push past questions about his qualifications and fierce partisanship, promising senators he would deliver unvarnished facts to a skeptical White House.",3,1
"Pacific Investment Management Company runs a hedge fund registered in the Cayman Islands, a common structure for avoiding certain U.S. taxes. But when a profit opportunity arose from the ashes of the pandemic, so many questions surrounded the funding that was eliminated in the latest round of deals.",3,1
"In a sign that Americans are becoming less hesitant to take a coronavirus vaccine, a Gallup poll released on Tuesday showed that 58 percent of the adults who were surveyed were willing to be vaccinated, up from 50 percent in September.",3,1
"Sheryl Grossman voted in Maryland’s primary this year by taping a blank mail-in ballot to her door, alongside a list of her choices.",3,1
"The Department of Health and Human Services’ preparedness and response division is confronting the deadliest pandemic in a century, and its leaders want to know how America is feeling.",3,1
"The Indian economy contracted by 23.9 percent in the second quarter, the most pronounced decline ever, as lockdown restrictions meant to contain the spread of the coronavirus wiped out jobs and businesses.",3,1
"Most of the year, investors have kept a wary eye on the retail industry. But the coronavirus pandemic has made it hard to keep a close eye on the markets.",3,1
"The news media companies that have been counting on the presidential campaign to deliver millions of dollars worth of advertising time during the coronavirus pandemic have been astonished by the extent of the campaign spending gap, according to federal campaign finance data released on Friday.",3,1
"Australians flown home from Wuhan, China, will be quarantined on an island for two weeks. Americans, also evacuated from Wuhan, will be “temporarily housed” on an air base in California. And in South Korea, the police have been empowered to detain people who refuse to be quarantined.",3,1
"As the crisis caused by the coronavirus continues to worsen, the world is emerging a glimpse of the devastation that the pandemic has wrought on Latin America and the Caribbean.",3,1
"The South Korean authorities are investigating the mysterious deaths of 13 people after they had been vaccinated against seasonal influenza. And though officials said there was no link between the deaths and the vaccinations, there was worry that the cases could cause panic at a critical time for vaccination efforts.",3,1
"Crowdfunding has long been a tool for aspiring comic book creators trying to break through, but lately some established names have taken to it.",3,1
"President-elect Joseph R. Biden Jr. on Wednesday formally introduced Pete Buttigieg as his nominee for transportation secretary, a role that will be key to advancing Mr. Biden’s ambitious agenda on rebuilding the nation’s infrastructure and on climate change.",3,1
"With deaths from the coronavirus nearing 200,000 in the United States, Joseph R. Biden Jr. on Wednesday assailed President Trump for playing politics with a potential coronavirus vaccine, saying he did not trust Mr. Trump to determine when a vaccine was ready for Americans.",3,1
"Gov. Gavin Newsom declared a state of emergency as California confronted a deepening sense of crisis over the spread of the coronavirus on Wednesday, when an older patient in the Sacramento area died from the virus and a cruise ship carrying 21 people with symptoms was held off the coast of San Francisco.",3,1
"A closed bookstores in the suburbs of Milan are closed because of the coronavirus, and foreign dignitaries spending days waiting outside to be able to enter the country because of the coronavirus crisis are growing uncomfortable.",3,1
"Britain said on Wednesday that it would curb the use of AstraZeneca’s vaccine to inoculate health care workers next week, a move that could pave the way for the country to begin administering the vaccine to its residents.",3,1
"Employees at Charter Communications, the nation’s largest media company, have been getting sick while adhering to a company policy that has required thousands of them to work in offices and call centers rather than from home.",3,1
"Cathay Pacific airlines, convinced that digital proof of coronavirus vaccination will bring about the return of safe international travel, asked its pilots and crew to try out a new mobile app that showed their vaccination status on a recent flight from La Guardia Airport to Los Angeles.",3,1
"When President Trump talks about efforts to deliver the economy, he often says his goal is a “modest double-dip” in job creation, an effort that could create thousands of jobs after the recession is over.",3,1
"SoftBank, the Japanese conglomerate, is threatening to withdraw an offer to acquire a much larger stake in WeWork, according to a person familiar with the matter. The surprise move comes as the coronavirus outbreak diminishes demand for the troubled company’s shared office space.",3,1
The Covid-19 crisis will take time to be solved by science. The economic crisis can be solved right now.,3,1
"As the chief executive of a company that makes toilet paper, Joey Bergstein has been through an intense few months.",3,1
Physicians for a free service called Examine that was downloaded from the internet are not being paid to do their jobs. It is unclear how the health agency will disentangle itself from its partnership with a private equity investment firm.,3,1
"In the most consequential week of President Trump’s tenure, his decision to halt payments on many of the nation’s most important infrastructure projects sent a shudder around the world and rattled the global economy.",3,1
"As the United States prepares to experience the first signs of a possible second wave of the coronavirus, some of the country’s leading health experts are raising a tantalizing doubt: That the vaccine was really what killed the first wave.",3,1
"Two corona air filters that produce about 90 percent of the country’s energy have been selected by the U.S. Army to be made obsolete during the coronavirus pandemic, one of the first changes to be made as the coronavirus race to meet tight deadlines.",3,1
"The Supreme Court agreed on Wednesday to review two major Trump administration immigration initiatives, adding them to a docket now crowded with cases that will test President Trump’s agenda and policies.",3,1
President Trump complained on Friday that Democrats and the news media were trying to scare Americans about the coronavirus to score political points against him but asserted that the outbreak had been relatively limited because of his action to stem infections.,3,1
"As the world records more than two and a half million deaths from the coronavirus and the United States celebrates over 50 million administered vaccines, here at the Royal Melbourne Hospital emergency department, as frontline workers, we scheduled ourselves for our first immunization this week. Australia has not recorded a coronavirus death for months now, and the little outbreaks we have peter out within days because of the pandemic. Given the low prevalence of disease, Australians have the luxury of choosing not to be vaccinated or to delay the vaccine until we are ready.",3,1
"The Senate endorsed President Biden’s $1.9 trillion stimulus package just before sunrise on Friday, voting along party lines over unified Republican opposition to approve a budget blueprint that would allow Democrats to enact it with no G.O.P. support.",3,1
"Former President George W. Bush called on Americans on Saturday to put aside partisan differences, heed the guidance of medical professionals and show empathy for those stricken by the coronavirus and the resulting economic devastation.",3,1
"President Trump sought on Wednesday to deflect criticism of his administration’s response to the coronavirus onto his predecessor, complaining that a federal agency decision under President Barack Obama had made it harder to quickly enact widespread testing for the virus.",3,1
"A week after a bitter fight, the Chicago Public Schools reached a deal with its teachers’ union to reopen elementary and middle schools amid the pandemic. By early March, students who have been learning remotely for 10 months will be back in the classrooms.",3,1
Guidelines from the Centers for Disease Control and Prevention making the rounds this month on the internet are clarifying what we know about the transmission of the coronavirus.,3,1
"Children are romping on playgrounds and riding bikes along tree-lined streets. The backyards are big enough for barbecues with the neighbors and the public schools are quality. Life is typically slower and gentler in the suburbs, away from the ruckus of dense urban areas.",3,1
"Car dealers and private schools, restaurants and doctors, hotels and contractors all got money from the programme established to help small businesses survive the coronavirus. But some have run into roadblocks from the start: how to avoid a scam.",3,1
"Prime Minister Justin Trudeau will remain in isolation for the next two weeks after Sophie Grégoire Trudeau, his wife, tested positive for the new coronavirus, his office said on Wednesday.",3,1
"A few minutes before midnight on Dec. 9, the nation got its first glimpse of how profoundly President Trump had transformed the Supreme Court.",3,1
"Prime Minister Benjamin Netanyahu of Israel and his former challenger, Benny Gantz, agreed Monday night to establish a unity government, a deal that finally breaks a yearlong political impasse and keeps Mr. Netanyahu in office as he faces trial on corruption charges.",3,1
"A year after American-backed forces seized the last remnant of territory under Islamic State rule in Syria, some 10,000 captured ISIS fighters in Kurdish-run wartime prisons pose “a significant risk” to the United States mission in the country’s northeast, military commanders say.",3,1
"President Trump’s bombshell announcement early Friday morning that he and the first lady had tested positive for the coronavirus has set off a frenzy in the White House and beyond as politicians and operatives who have interacted with Mr. Trump in recent days have raced to get their own tests and, in some cases, report the results.",3,1
"An ardent advocate of protecting the environment and fighting climate change has been selected to lead the Biden administration’s $500 billion plan to combat climate change, but he will need to undergo a series of vetting and approvals to achieve his goal of zero emissions by 2050 in a safe and ethical manner.",3,1
"The Port of Seattle, the country’s largest container port, is considering a diversion plan in light of the coronavirus pandemic, as public health officials ask how long to keep workers on the ship and how they will support employees and how long to delay shipments.",3,1
